ds,subject,ses,task,n_num
ds000030,sub-10517,,stopsignal,1
ds000030,sub-10517,,taskswitch,1
ds000030,sub-10517,,scap,1
ds000030,sub-10517,,bart,1
ds000030,sub-10517,,rest,1
ds000030,sub-10523,,bht,1
ds000030,sub-10523,,taskswitch,1
ds000030,sub-10523,,pamret,1
ds000030,sub-10523,,bart,1
ds000030,sub-10523,,scap,1
ds000030,sub-10523,,rest,1
ds000030,sub-10523,,stopsignal,1
ds000030,sub-10523,,pamenc,1
ds000030,sub-10524,,taskswitch,1
ds000030,sub-10524,,pamret,1
ds000030,sub-10524,,rest,1
ds000030,sub-10524,,scap,1
ds000030,sub-10524,,stopsignal,1
ds000030,sub-10524,,bart,1
ds000030,sub-10524,,pamenc,1
ds000030,sub-10524,,bht,1
ds000030,sub-10525,,stopsignal,1
ds000030,sub-10525,,bart,1
ds000030,sub-10525,,bht,1
ds000030,sub-10525,,pamret,1
ds000030,sub-10525,,pamenc,1
ds000030,sub-10525,,scap,1
ds000030,sub-10525,,taskswitch,1
ds000030,sub-10525,,rest,1
ds000030,sub-10527,,bht,1
ds000030,sub-10527,,pamenc,1
ds000030,sub-10527,,stopsignal,1
ds000030,sub-10527,,pamret,1
ds000030,sub-10527,,scap,1
ds000030,sub-10527,,taskswitch,1
ds000030,sub-10527,,rest,1
ds000030,sub-10527,,bart,1
ds000030,sub-10530,,bht,1
ds000030,sub-10530,,stopsignal,1
ds000030,sub-10530,,rest,1
ds000030,sub-10530,,pamenc,1
ds000030,sub-10530,,scap,1
ds000030,sub-10530,,bart,1
ds000030,sub-10530,,pamret,1
ds000030,sub-10530,,taskswitch,1
ds000030,sub-10557,,taskswitch,1
ds000030,sub-10557,,bht,1
ds000030,sub-10557,,pamret,1
ds000030,sub-10557,,stopsignal,1
ds000030,sub-10557,,rest,1
ds000030,sub-10557,,bart,1
ds000030,sub-10557,,pamenc,1
ds000030,sub-10557,,scap,1
ds000030,sub-10565,,rest,1
ds000030,sub-10565,,taskswitch,1
ds000030,sub-10565,,pamenc,1
ds000030,sub-10565,,scap,1
ds000030,sub-10565,,bht,1
ds000030,sub-10565,,stopsignal,1
ds000030,sub-10565,,bart,1
ds000030,sub-10565,,pamret,1
ds000030,sub-10570,,bart,1
ds000030,sub-10570,,taskswitch,1
ds000030,sub-10570,,bht,1
ds000030,sub-10570,,pamenc,1
ds000030,sub-10570,,scap,1
ds000030,sub-10570,,rest,1
ds000030,sub-10570,,stopsignal,1
ds000030,sub-10570,,pamret,1
ds000030,sub-10575,,taskswitch,1
ds000030,sub-10575,,bht,1
ds000030,sub-10575,,pamenc,1
ds000030,sub-10575,,scap,1
ds000030,sub-10575,,rest,1
ds000030,sub-10575,,bart,1
ds000030,sub-10575,,stopsignal,1
ds000030,sub-10575,,pamret,1
ds000030,sub-10624,,stopsignal,1
ds000030,sub-10624,,taskswitch,1
ds000030,sub-10624,,pamenc,1
ds000030,sub-10624,,rest,1
ds000030,sub-10624,,bart,1
ds000030,sub-10624,,pamret,1
ds000030,sub-10624,,bht,1
ds000030,sub-10624,,scap,1
ds000030,sub-10629,,scap,1
ds000030,sub-10629,,taskswitch,1
ds000030,sub-10629,,pamenc,1
ds000030,sub-10629,,bht,1
ds000030,sub-10629,,bart,1
ds000030,sub-10629,,rest,1
ds000030,sub-10629,,pamret,1
ds000030,sub-10629,,stopsignal,1
ds000030,sub-10631,,bart,1
ds000030,sub-10631,,scap,1
ds000030,sub-10631,,bht,1
ds000030,sub-10631,,taskswitch,1
ds000030,sub-10631,,rest,1
ds000030,sub-10631,,pamret,1
ds000030,sub-10631,,stopsignal,1
ds000030,sub-10631,,pamenc,1
ds000030,sub-10638,,taskswitch,1
ds000030,sub-10638,,bart,1
ds000030,sub-10638,,pamenc,1
ds000030,sub-10638,,stopsignal,1
ds000030,sub-10638,,scap,1
ds000030,sub-10638,,bht,1
ds000030,sub-10638,,pamret,1
ds000030,sub-10638,,rest,1
ds000030,sub-10668,,rest,1
ds000030,sub-10668,,taskswitch,1
ds000030,sub-10668,,bht,1
ds000030,sub-10668,,bart,1
ds000030,sub-10668,,scap,1
ds000030,sub-10668,,stopsignal,1
ds000030,sub-10668,,pamenc,1
ds000030,sub-10668,,pamret,1
ds000030,sub-10672,,scap,1
ds000030,sub-10672,,bht,1
ds000030,sub-10672,,rest,1
ds000030,sub-10672,,pamenc,1
ds000030,sub-10672,,stopsignal,1
ds000030,sub-10672,,bart,1
ds000030,sub-10672,,taskswitch,1
ds000030,sub-10672,,pamret,1
ds000030,sub-10674,,taskswitch,1
ds000030,sub-10674,,pamenc,1
ds000030,sub-10674,,stopsignal,1
ds000030,sub-10674,,pamret,1
ds000030,sub-10674,,scap,1
ds000030,sub-10674,,bart,1
ds000030,sub-10674,,bht,1
ds000030,sub-10674,,rest,1
ds000030,sub-10678,,bart,1
ds000030,sub-10678,,taskswitch,1
ds000030,sub-10678,,rest,1
ds000030,sub-10678,,pamret,1
ds000030,sub-10678,,pamenc,1
ds000030,sub-10678,,bht,1
ds000030,sub-10678,,stopsignal,1
ds000030,sub-10678,,scap,1
ds000030,sub-10680,,stopsignal,1
ds000030,sub-10680,,rest,1
ds000030,sub-10680,,taskswitch,1
ds000030,sub-10680,,scap,1
ds000030,sub-10680,,bht,1
ds000030,sub-10680,,pamret,1
ds000030,sub-10680,,pamenc,1
ds000030,sub-10680,,bart,1
ds000030,sub-10686,,bart,1
ds000030,sub-10686,,pamenc,1
ds000030,sub-10686,,taskswitch,1
ds000030,sub-10686,,bht,1
ds000030,sub-10686,,stopsignal,1
ds000030,sub-10686,,scap,1
ds000030,sub-10686,,rest,1
ds000030,sub-10686,,pamret,1
ds000030,sub-10692,,stopsignal,1
ds000030,sub-10692,,pamenc,1
ds000030,sub-10692,,scap,1
ds000030,sub-10692,,bht,1
ds000030,sub-10692,,rest,1
ds000030,sub-10692,,pamret,1
ds000030,sub-10692,,taskswitch,1
ds000030,sub-10692,,bart,1
ds000030,sub-10696,,bht,1
ds000030,sub-10696,,scap,1
ds000030,sub-10696,,pamenc,1
ds000030,sub-10696,,bart,1
ds000030,sub-10696,,pamret,1
ds000030,sub-10696,,taskswitch,1
ds000030,sub-10696,,rest,1
ds000030,sub-10697,,pamret,1
ds000030,sub-10697,,bart,1
ds000030,sub-10697,,bht,1
ds000030,sub-10697,,stopsignal,1
ds000030,sub-10697,,taskswitch,1
ds000030,sub-10697,,scap,1
ds000030,sub-10697,,pamenc,1
ds000030,sub-10697,,rest,1
ds000030,sub-10704,,stopsignal,1
ds000030,sub-10704,,scap,1
ds000030,sub-10704,,bart,1
ds000030,sub-10704,,pamret,1
ds000030,sub-10704,,bht,1
ds000030,sub-10704,,taskswitch,1
ds000030,sub-10704,,pamenc,1
ds000030,sub-10704,,rest,1
ds000030,sub-10707,,rest,1
ds000030,sub-10707,,pamenc,1
ds000030,sub-10707,,taskswitch,1
ds000030,sub-10707,,stopsignal,1
ds000030,sub-10707,,pamret,1
ds000030,sub-10707,,scap,1
ds000030,sub-10707,,bht,1
ds000030,sub-10707,,bart,1
ds000030,sub-10708,,stopsignal,1
ds000030,sub-10708,,scap,1
ds000030,sub-10708,,bart,1
ds000030,sub-10708,,bht,1
ds000030,sub-10708,,pamret,1
ds000030,sub-10708,,rest,1
ds000030,sub-10708,,pamenc,1
ds000030,sub-10708,,taskswitch,1
ds000030,sub-10719,,taskswitch,1
ds000030,sub-10719,,bart,1
ds000030,sub-10719,,rest,1
ds000030,sub-10719,,bht,1
ds000030,sub-10719,,pamret,1
ds000030,sub-10719,,stopsignal,1
ds000030,sub-10719,,scap,1
ds000030,sub-10719,,pamenc,1
ds000030,sub-10724,,pamenc,1
ds000030,sub-10724,,taskswitch,1
ds000030,sub-10724,,bart,1
ds000030,sub-10724,,stopsignal,1
ds000030,sub-10724,,rest,1
ds000030,sub-10724,,scap,1
ds000030,sub-10724,,bht,1
ds000030,sub-10724,,pamret,1
ds000030,sub-10746,,bht,1
ds000030,sub-10746,,pamret,1
ds000030,sub-10746,,scap,1
ds000030,sub-10746,,pamenc,1
ds000030,sub-10746,,bart,1
ds000030,sub-10746,,stopsignal,1
ds000030,sub-10746,,taskswitch,1
ds000030,sub-10746,,rest,1
ds000030,sub-10762,,scap,1
ds000030,sub-10762,,stopsignal,1
ds000030,sub-10762,,taskswitch,1
ds000030,sub-10762,,bht,1
ds000030,sub-10762,,bart,1
ds000030,sub-10762,,rest,1
ds000030,sub-10762,,pamret,1
ds000030,sub-10762,,pamenc,1
ds000030,sub-10779,,pamenc,1
ds000030,sub-10779,,rest,1
ds000030,sub-10779,,stopsignal,1
ds000030,sub-10779,,taskswitch,1
ds000030,sub-10779,,pamret,1
ds000030,sub-10779,,scap,1
ds000030,sub-10779,,bht,1
ds000030,sub-10779,,bart,1
ds000030,sub-10785,,scap,1
ds000030,sub-10785,,pamenc,1
ds000030,sub-10785,,stopsignal,1
ds000030,sub-10785,,pamret,1
ds000030,sub-10785,,bart,1
ds000030,sub-10785,,bht,1
ds000030,sub-10785,,taskswitch,1
ds000030,sub-10785,,rest,1
ds000030,sub-10788,,bart,1
ds000030,sub-10788,,stopsignal,1
ds000030,sub-10788,,pamenc,1
ds000030,sub-10788,,bht,1
ds000030,sub-10788,,rest,1
ds000030,sub-10788,,pamret,1
ds000030,sub-10788,,scap,1
ds000030,sub-10788,,taskswitch,1
ds000030,sub-10844,,bht,1
ds000030,sub-10844,,taskswitch,1
ds000030,sub-10844,,pamenc,1
ds000030,sub-10844,,rest,1
ds000030,sub-10844,,scap,1
ds000030,sub-10844,,stopsignal,1
ds000030,sub-10844,,bart,1
ds000030,sub-10844,,pamret,1
ds000030,sub-10855,,scap,1
ds000030,sub-10855,,bart,1
ds000030,sub-10855,,bht,1
ds000030,sub-10855,,rest,1
ds000030,sub-10855,,stopsignal,1
ds000030,sub-10855,,taskswitch,1
ds000030,sub-10855,,pamret,1
ds000030,sub-10855,,pamenc,1
ds000030,sub-10871,,scap,1
ds000030,sub-10871,,taskswitch,1
ds000030,sub-10871,,rest,1
ds000030,sub-10871,,bart,1
ds000030,sub-10871,,pamenc,1
ds000030,sub-10871,,pamret,1
ds000030,sub-10871,,bht,1
ds000030,sub-10871,,stopsignal,1
ds000030,sub-10877,,taskswitch,1
ds000030,sub-10877,,stopsignal,1
ds000030,sub-10877,,bht,1
ds000030,sub-10877,,pamenc,1
ds000030,sub-10877,,pamret,1
ds000030,sub-10877,,rest,1
ds000030,sub-10877,,bart,1
ds000030,sub-10877,,scap,1
ds000030,sub-10882,,taskswitch,1
ds000030,sub-10882,,bart,1
ds000030,sub-10882,,bht,1
ds000030,sub-10882,,rest,1
ds000030,sub-10882,,pamret,1
ds000030,sub-10882,,scap,1
ds000030,sub-10882,,pamenc,1
ds000030,sub-10882,,stopsignal,1
ds000030,sub-10891,,rest,1
ds000030,sub-10891,,stopsignal,1
ds000030,sub-10891,,taskswitch,1
ds000030,sub-10891,,bht,1
ds000030,sub-10891,,pamret,1
ds000030,sub-10891,,pamenc,1
ds000030,sub-10891,,scap,1
ds000030,sub-10891,,bart,1
ds000030,sub-10893,,bht,1
ds000030,sub-10893,,pamret,1
ds000030,sub-10893,,taskswitch,1
ds000030,sub-10893,,pamenc,1
ds000030,sub-10893,,bart,1
ds000030,sub-10893,,stopsignal,1
ds000030,sub-10893,,scap,1
ds000030,sub-10893,,rest,1
ds000030,sub-10912,,stopsignal,1
ds000030,sub-10912,,pamenc,1
ds000030,sub-10912,,pamret,1
ds000030,sub-10912,,taskswitch,1
ds000030,sub-10912,,bart,1
ds000030,sub-10912,,scap,1
ds000030,sub-10912,,bht,1
ds000030,sub-10912,,rest,1
ds000030,sub-10934,,pamret,1
ds000030,sub-10934,,pamenc,1
ds000030,sub-10934,,rest,1
ds000030,sub-10934,,scap,1
ds000030,sub-10934,,stopsignal,1
ds000030,sub-10934,,taskswitch,1
ds000030,sub-10934,,bht,1
ds000030,sub-10934,,bart,1
ds000030,sub-10940,,stopsignal,1
ds000030,sub-10940,,rest,1
ds000030,sub-10940,,scap,1
ds000030,sub-10940,,taskswitch,1
ds000030,sub-10940,,pamret,1
ds000030,sub-10940,,bart,1
ds000030,sub-10940,,bht,1
ds000030,sub-10940,,pamenc,1
ds000030,sub-10948,,bart,1
ds000030,sub-10948,,pamret,1
ds000030,sub-10948,,pamenc,1
ds000030,sub-10949,,scap,1
ds000030,sub-10949,,bart,1
ds000030,sub-10949,,pamret,1
ds000030,sub-10949,,taskswitch,1
ds000030,sub-10949,,pamenc,1
ds000030,sub-10949,,stopsignal,1
ds000030,sub-10949,,rest,1
ds000030,sub-10949,,bht,1
ds000030,sub-10958,,bht,1
ds000030,sub-10958,,bart,1
ds000030,sub-10958,,taskswitch,1
ds000030,sub-10958,,pamenc,1
ds000030,sub-10958,,rest,1
ds000030,sub-10958,,stopsignal,1
ds000030,sub-10958,,pamret,1
ds000030,sub-10958,,scap,1
ds000030,sub-10963,,scap,1
ds000030,sub-10963,,bht,1
ds000030,sub-10963,,rest,1
ds000030,sub-10963,,taskswitch,1
ds000030,sub-10963,,bart,1
ds000030,sub-10963,,pamret,1
ds000030,sub-10963,,stopsignal,1
ds000030,sub-10963,,pamenc,1
ds000030,sub-10968,,bht,1
ds000030,sub-10968,,scap,1
ds000030,sub-10968,,stopsignal,1
ds000030,sub-10968,,taskswitch,1
ds000030,sub-10968,,pamret,1
ds000030,sub-10968,,pamenc,1
ds000030,sub-10968,,bart,1
ds000030,sub-10968,,rest,1
ds000030,sub-10971,,rest,1
ds000030,sub-10971,,taskswitch,1
ds000030,sub-10971,,bht,1
ds000030,sub-10971,,scap,1
ds000030,sub-10971,,stopsignal,1
ds000030,sub-10975,,pamenc,1
ds000030,sub-10975,,scap,1
ds000030,sub-10975,,rest,1
ds000030,sub-10975,,pamret,1
ds000030,sub-10975,,bart,1
ds000030,sub-10975,,taskswitch,1
ds000030,sub-10975,,bht,1
ds000030,sub-10975,,stopsignal,1
ds000030,sub-10977,,bart,1
ds000030,sub-10977,,stopsignal,1
ds000030,sub-10977,,scap,1
ds000030,sub-10977,,taskswitch,1
ds000030,sub-10977,,pamret,1
ds000030,sub-10977,,bht,1
ds000030,sub-10977,,pamenc,1
ds000030,sub-10977,,rest,1
ds000030,sub-10987,,bart,1
ds000030,sub-10987,,rest,1
ds000030,sub-10987,,scap,1
ds000030,sub-10987,,pamenc,1
ds000030,sub-10987,,stopsignal,1
ds000030,sub-10987,,pamret,1
ds000030,sub-10987,,bht,1
ds000030,sub-10987,,taskswitch,1
ds000030,sub-10998,,taskswitch,1
ds000030,sub-10998,,bart,1
ds000030,sub-10998,,rest,1
ds000030,sub-10998,,bht,1
ds000030,sub-10998,,pamret,1
ds000030,sub-10998,,pamenc,1
ds000030,sub-10998,,stopsignal,1
ds000030,sub-10998,,scap,1
ds000030,sub-11019,,rest,1
ds000030,sub-11019,,bart,1
ds000030,sub-11019,,scap,1
ds000030,sub-11019,,taskswitch,1
ds000030,sub-11019,,pamret,1
ds000030,sub-11019,,pamenc,1
ds000030,sub-11019,,stopsignal,1
ds000030,sub-11019,,bht,1
ds000030,sub-11030,,bht,1
ds000030,sub-11030,,stopsignal,1
ds000030,sub-11030,,taskswitch,1
ds000030,sub-11030,,pamenc,1
ds000030,sub-11030,,bart,1
ds000030,sub-11030,,pamret,1
ds000030,sub-11030,,rest,1
ds000030,sub-11030,,scap,1
ds000030,sub-11044,,bart,1
ds000030,sub-11044,,bht,1
ds000030,sub-11044,,rest,1
ds000030,sub-11044,,scap,1
ds000030,sub-11044,,pamret,1
ds000030,sub-11044,,stopsignal,1
ds000030,sub-11044,,taskswitch,1
ds000030,sub-11044,,pamenc,1
ds000030,sub-11050,,taskswitch,1
ds000030,sub-11050,,bht,1
ds000030,sub-11050,,scap,1
ds000030,sub-11050,,stopsignal,1
ds000030,sub-11050,,bart,1
ds000030,sub-11050,,pamret,1
ds000030,sub-11050,,rest,1
ds000030,sub-11050,,pamenc,1
ds000030,sub-11052,,pamret,1
ds000030,sub-11052,,scap,1
ds000030,sub-11052,,stopsignal,1
ds000030,sub-11052,,bart,1
ds000030,sub-11052,,pamenc,1
ds000030,sub-11052,,taskswitch,1
ds000030,sub-11052,,bht,1
ds000030,sub-11052,,rest,1
ds000030,sub-11059,,taskswitch,1
ds000030,sub-11059,,scap,1
ds000030,sub-11059,,pamret,1
ds000030,sub-11059,,pamenc,1
ds000030,sub-11059,,bht,1
ds000030,sub-11059,,stopsignal,1
ds000030,sub-11059,,rest,1
ds000030,sub-11059,,bart,1
ds000030,sub-11061,,rest,1
ds000030,sub-11061,,bart,1
ds000030,sub-11061,,stopsignal,1
ds000030,sub-11061,,bht,1
ds000030,sub-11061,,pamret,1
ds000030,sub-11061,,taskswitch,1
ds000030,sub-11061,,scap,1
ds000030,sub-11061,,pamenc,1
ds000030,sub-11062,,taskswitch,1
ds000030,sub-11062,,rest,1
ds000030,sub-11062,,stopsignal,1
ds000030,sub-11062,,pamret,1
ds000030,sub-11062,,bart,1
ds000030,sub-11062,,bht,1
ds000030,sub-11062,,pamenc,1
ds000030,sub-11062,,scap,1
ds000030,sub-11066,,bart,1
ds000030,sub-11066,,rest,1
ds000030,sub-11066,,pamenc,1
ds000030,sub-11066,,bht,1
ds000030,sub-11066,,stopsignal,1
ds000030,sub-11066,,taskswitch,1
ds000030,sub-11066,,pamret,1
ds000030,sub-11066,,scap,1
ds000030,sub-11067,,rest,1
ds000030,sub-11067,,stopsignal,1
ds000030,sub-11067,,bht,1
ds000030,sub-11067,,taskswitch,1
ds000030,sub-11067,,pamenc,1
ds000030,sub-11067,,pamret,1
ds000030,sub-11067,,scap,1
ds000030,sub-11067,,bart,1
ds000030,sub-11068,,bart,1
ds000030,sub-11068,,rest,1
ds000030,sub-11068,,pamret,1
ds000030,sub-11068,,bht,1
ds000030,sub-11068,,scap,1
ds000030,sub-11068,,pamenc,1
ds000030,sub-11068,,taskswitch,1
ds000030,sub-11068,,stopsignal,1
ds000030,sub-11077,,scap,1
ds000030,sub-11077,,bht,1
ds000030,sub-11077,,pamret,1
ds000030,sub-11077,,stopsignal,1
ds000030,sub-11077,,bart,1
ds000030,sub-11077,,rest,1
ds000030,sub-11077,,taskswitch,1
ds000030,sub-11077,,pamenc,1
ds000030,sub-11082,,bart,1
ds000030,sub-11082,,pamenc,1
ds000030,sub-11082,,pamret,1
ds000030,sub-11088,,scap,1
ds000030,sub-11088,,stopsignal,1
ds000030,sub-11088,,bht,1
ds000030,sub-11088,,taskswitch,1
ds000030,sub-11088,,bart,1
ds000030,sub-11088,,rest,1
ds000030,sub-11088,,pamret,1
ds000030,sub-11088,,pamenc,1
ds000030,sub-11090,,rest,1
ds000030,sub-11090,,bht,1
ds000030,sub-11090,,pamret,1
ds000030,sub-11090,,stopsignal,1
ds000030,sub-11090,,pamenc,1
ds000030,sub-11090,,taskswitch,1
ds000030,sub-11090,,scap,1
ds000030,sub-11090,,bart,1
ds000030,sub-11097,,stopsignal,1
ds000030,sub-11097,,bht,1
ds000030,sub-11097,,rest,1
ds000030,sub-11097,,pamret,1
ds000030,sub-11097,,scap,1
ds000030,sub-11097,,bart,1
ds000030,sub-11097,,pamenc,1
ds000030,sub-11097,,taskswitch,1
ds000030,sub-11098,,pamenc,1
ds000030,sub-11098,,bart,1
ds000030,sub-11098,,scap,1
ds000030,sub-11098,,taskswitch,1
ds000030,sub-11098,,bht,1
ds000030,sub-11098,,rest,1
ds000030,sub-11098,,pamret,1
ds000030,sub-11098,,stopsignal,1
ds000030,sub-11104,,pamret,1
ds000030,sub-11104,,rest,1
ds000030,sub-11104,,taskswitch,1
ds000030,sub-11104,,bart,1
ds000030,sub-11104,,stopsignal,1
ds000030,sub-11104,,pamenc,1
ds000030,sub-11104,,bht,1
ds000030,sub-11104,,scap,1
ds000030,sub-11105,,stopsignal,1
ds000030,sub-11105,,pamenc,1
ds000030,sub-11105,,pamret,1
ds000030,sub-11105,,bht,1
ds000030,sub-11105,,scap,1
ds000030,sub-11105,,bart,1
ds000030,sub-11105,,rest,1
ds000030,sub-11105,,taskswitch,1
ds000030,sub-11106,,rest,1
ds000030,sub-11106,,stopsignal,1
ds000030,sub-11106,,taskswitch,1
ds000030,sub-11106,,bart,1
ds000030,sub-11106,,pamenc,1
ds000030,sub-11106,,pamret,1
ds000030,sub-11106,,scap,1
ds000030,sub-11106,,bht,1
ds000030,sub-11108,,bht,1
ds000030,sub-11108,,pamenc,1
ds000030,sub-11108,,rest,1
ds000030,sub-11108,,pamret,1
ds000030,sub-11108,,bart,1
ds000030,sub-11108,,stopsignal,1
ds000030,sub-11108,,scap,1
ds000030,sub-11108,,taskswitch,1
ds000030,sub-11112,,stopsignal,1
ds000030,sub-11112,,rest,1
ds000030,sub-11112,,scap,1
ds000030,sub-11112,,pamenc,1
ds000030,sub-11112,,bart,1
ds000030,sub-11112,,bht,1
ds000030,sub-11112,,pamret,1
ds000030,sub-11112,,taskswitch,1
ds000030,sub-11121,,stopsignal,1
ds000030,sub-11121,,taskswitch,1
ds000030,sub-11121,,bht,1
ds000030,sub-11121,,rest,1
ds000030,sub-11121,,scap,1
ds000030,sub-11122,,taskswitch,1
ds000030,sub-11122,,pamenc,1
ds000030,sub-11122,,pamret,1
ds000030,sub-11122,,scap,1
ds000030,sub-11122,,stopsignal,1
ds000030,sub-11122,,rest,1
ds000030,sub-11122,,bht,1
ds000030,sub-11122,,bart,1
ds000030,sub-11128,,bart,1
ds000030,sub-11128,,rest,1
ds000030,sub-11128,,bht,1
ds000030,sub-11128,,pamret,1
ds000030,sub-11128,,pamenc,1
ds000030,sub-11128,,scap,1
ds000030,sub-11128,,taskswitch,1
ds000030,sub-11128,,stopsignal,1
ds000030,sub-11131,,bht,1
ds000030,sub-11131,,taskswitch,1
ds000030,sub-11131,,rest,1
ds000030,sub-11131,,pamret,1
ds000030,sub-11131,,scap,1
ds000030,sub-11131,,pamenc,1
ds000030,sub-11131,,bart,1
ds000030,sub-11131,,stopsignal,1
ds000030,sub-11142,,bart,1
ds000030,sub-11142,,rest,1
ds000030,sub-11142,,pamenc,1
ds000030,sub-11142,,bht,1
ds000030,sub-11142,,stopsignal,1
ds000030,sub-11142,,taskswitch,1
ds000030,sub-11142,,pamret,1
ds000030,sub-11142,,scap,1
ds000030,sub-11143,,scap,1
ds000030,sub-11143,,bht,1
ds000030,sub-11143,,pamenc,1
ds000030,sub-11143,,pamret,1
ds000030,sub-11143,,stopsignal,1
ds000030,sub-11143,,rest,1
ds000030,sub-11143,,bart,1
ds000030,sub-11143,,taskswitch,1
ds000030,sub-11149,,taskswitch,1
ds000030,sub-11149,,scap,1
ds000030,sub-11149,,bht,1
ds000030,sub-11149,,stopsignal,1
ds000030,sub-11149,,pamenc,1
ds000030,sub-11149,,rest,1
ds000030,sub-11149,,bart,1
ds000030,sub-11149,,pamret,1
ds000030,sub-11156,,bart,1
ds000030,sub-11156,,rest,1
ds000030,sub-11156,,stopsignal,1
ds000030,sub-11156,,bht,1
ds000030,sub-11156,,pamenc,1
ds000030,sub-11156,,scap,1
ds000030,sub-11156,,pamret,1
ds000030,sub-11156,,taskswitch,1
ds000030,sub-50004,,scap,1
ds000030,sub-50004,,pamret,1
ds000030,sub-50004,,taskswitch,1
ds000030,sub-50004,,bht,1
ds000030,sub-50004,,stopsignal,1
ds000030,sub-50004,,pamenc,1
ds000030,sub-50004,,bart,1
ds000030,sub-50004,,rest,1
ds000030,sub-50005,,bht,1
ds000030,sub-50005,,scap,1
ds000030,sub-50005,,stopsignal,1
ds000030,sub-50005,,taskswitch,1
ds000030,sub-50005,,bart,1
ds000030,sub-50005,,rest,1
ds000030,sub-50006,,taskswitch,1
ds000030,sub-50006,,scap,1
ds000030,sub-50006,,bart,1
ds000030,sub-50006,,bht,1
ds000030,sub-50006,,rest,1
ds000030,sub-50006,,stopsignal,1
ds000030,sub-50007,,scap,1
ds000030,sub-50007,,bht,1
ds000030,sub-50007,,taskswitch,1
ds000030,sub-50007,,bart,1
ds000030,sub-50007,,rest,1
ds000030,sub-50007,,stopsignal,1
ds000030,sub-50008,,scap,1
ds000030,sub-50008,,rest,1
ds000030,sub-50008,,taskswitch,1
ds000030,sub-50008,,bht,1
ds000030,sub-50008,,bart,1
ds000030,sub-50008,,stopsignal,1
ds000030,sub-50010,,bart,1
ds000030,sub-50010,,scap,1
ds000030,sub-50010,,bht,1
ds000030,sub-50010,,stopsignal,1
ds000030,sub-50010,,rest,1
ds000030,sub-50010,,taskswitch,1
ds000030,sub-50013,,rest,1
ds000030,sub-50013,,taskswitch,1
ds000030,sub-50013,,pamret,1
ds000030,sub-50013,,scap,1
ds000030,sub-50013,,bart,1
ds000030,sub-50013,,bht,1
ds000030,sub-50013,,stopsignal,1
ds000030,sub-50013,,pamenc,1
ds000030,sub-50014,,pamret,1
ds000030,sub-50014,,stopsignal,1
ds000030,sub-50014,,scap,1
ds000030,sub-50014,,pamenc,1
ds000030,sub-50014,,bht,1
ds000030,sub-50014,,taskswitch,1
ds000030,sub-50014,,bart,1
ds000030,sub-50014,,rest,1
ds000030,sub-50015,,scap,1
ds000030,sub-50015,,bht,1
ds000030,sub-50015,,bart,1
ds000030,sub-50015,,rest,1
ds000030,sub-50015,,pamret,1
ds000030,sub-50015,,pamenc,1
ds000030,sub-50015,,stopsignal,1
ds000030,sub-50015,,taskswitch,1
ds000030,sub-50016,,bart,1
ds000030,sub-50016,,stopsignal,1
ds000030,sub-50016,,taskswitch,1
ds000030,sub-50016,,pamenc,1
ds000030,sub-50016,,pamret,1
ds000030,sub-50016,,bht,1
ds000030,sub-50016,,scap,1
ds000030,sub-50016,,rest,1
ds000030,sub-50020,,bart,1
ds000030,sub-50020,,stopsignal,1
ds000030,sub-50020,,pamenc,1
ds000030,sub-50020,,pamret,1
ds000030,sub-50020,,taskswitch,1
ds000030,sub-50020,,bht,1
ds000030,sub-50020,,scap,1
ds000030,sub-50020,,rest,1
ds000030,sub-50021,,stopsignal,1
ds000030,sub-50021,,pamret,1
ds000030,sub-50021,,pamenc,1
ds000030,sub-50021,,bht,1
ds000030,sub-50021,,scap,1
ds000030,sub-50021,,rest,1
ds000030,sub-50021,,taskswitch,1
ds000030,sub-50021,,bart,1
ds000030,sub-50022,,pamenc,1
ds000030,sub-50022,,taskswitch,1
ds000030,sub-50022,,pamret,1
ds000030,sub-50022,,scap,1
ds000030,sub-50022,,bart,1
ds000030,sub-50022,,bht,1
ds000030,sub-50022,,rest,1
ds000030,sub-50022,,stopsignal,1
ds000030,sub-50023,,bart,1
ds000030,sub-50023,,bht,1
ds000030,sub-50023,,rest,1
ds000030,sub-50023,,taskswitch,1
ds000030,sub-50023,,pamret,1
ds000030,sub-50023,,stopsignal,1
ds000030,sub-50023,,pamenc,1
ds000030,sub-50023,,scap,1
ds000030,sub-50025,,scap,1
ds000030,sub-50025,,rest,1
ds000030,sub-50025,,taskswitch,1
ds000030,sub-50025,,bht,1
ds000030,sub-50025,,bart,1
ds000030,sub-50025,,pamret,1
ds000030,sub-50025,,stopsignal,1
ds000030,sub-50025,,pamenc,1
ds000030,sub-50027,,rest,1
ds000030,sub-50027,,stopsignal,1
ds000030,sub-50027,,pamret,1
ds000030,sub-50027,,taskswitch,1
ds000030,sub-50027,,pamenc,1
ds000030,sub-50027,,bht,1
ds000030,sub-50027,,bart,1
ds000030,sub-50027,,scap,1
ds000030,sub-50029,,bart,1
ds000030,sub-50029,,stopsignal,1
ds000030,sub-50029,,bht,1
ds000030,sub-50029,,pamenc,1
ds000030,sub-50029,,scap,1
ds000030,sub-50029,,rest,1
ds000030,sub-50029,,pamret,1
ds000030,sub-50029,,taskswitch,1
ds000030,sub-50032,,rest,1
